id,label,sex,birth,type
HSB,Hochschule Albstadt-Sigmaringen,0,na,2
HSAS,Hochschule Aalen,0,na,2
HSA,Hochschule Konstanz,0,na,2
HSKZ,Hochschule Furtwangen,0,na,2
HSF,Hochschule Karlsruhe,0,na,2
HSK,Hochschule für Forstwirtschaft Rottenburg,0,na,2
HSFR,Hochschule Offenburg,0,na,2
HSO,Hochschule für Wirtschaft und Umwelt Nürtingen Geislingen,0,na,2
HSWUNG,Hochschule für Technik Stuttgart,0,na,2
HSTS,,,,
