id,label,sex,birth,type
HSB,Hochschule Biberach,0,na,2
HSAS,Hochschule Albstadt-Sigmaringen,0,na,2
HSA,Hochschule Aalen,0,na,2
HSKZ,Hochschule Konstanz,0,na,2
HSF,Hochschule Furtwangen,0,na,2
HSK,Hochschule Karlsruhe,0,na,2
HSFR,Hochschule fuer Forstwirtschaft Rottenburg,0,na,2
HSO,Hochschule Offenburg,0,na,2
HSWUNG,Hochschule fuer Wirtschaft und Umwelt Nuertingen Geislingen,0,na,2
HSTS,Hochschule fuer Technik Stuttgart,0,na,2
